id,x,y,z,label,size
Little Mix,0.0006337875790824729,-0.09736996777894616,0.19280378953519453,Little Mix,2
NEIKED,0.005973892991200201,-0.07387754729798705,0.23898628673316974,NEIKED,2
Latto,0.01856405693014988,-0.07920960346744187,0.235717385918789,Latto,2
KSI,-0.021034717770754347,-0.10678942625891924,0.21579310233054427,KSI,2
Digital Farm Animals,-0.024903562482198424,-0.09511920292387031,0.22376602672293364,Digital Farm Animals,2
SEVENTEEN,0.013920985308607678,-0.11726349065071293,0.21078273171190517,SEVENTEEN,1
MINNIE,0.006258196199109301,-0.12461254612391529,0.24054303609570457,MINNIE,2
(G)I-DLE,0.00902872489812401,-0.16452829301613825,0.2861953365752407,(G)I-DLE,12
Nicholas Galitzine,0.02930090712273536,-0.09743951884660348,0.22451638029258786,Nicholas Galitzine,1
Diljit Dosanjh,0.008480399130760628,-0.0988152150883215,0.2292407219099329,Diljit Dosanjh,2
Intense,-0.002146103317859628,-0.10631997273495995,0.22302886416376336,Intense,2
ALTÉGO,-0.006487098484146982,-0.07772950174980017,0.22777407489659732,ALTÉGO,2
Ruger,0.03206535271486572,-0.034874206774170066,0.18261795031524006,Ruger,3
Ashe,-0.04433664972455856,-0.10106275305559724,0.282130984954803,Ashe,1
Maren Morris,-0.03052518354886197,-0.09720298001435931,0.2897832455970058,Maren Morris,1
Madison Beer,0.02640979044594601,-0.19877436436269771,0.31355023014780636,Madison Beer,14
K/DA,0.004418722514254135,-0.19155151287221026,0.32295098739759637,K/DA,10
Jaira Burns,0.01266643055063593,-0.1909198646359833,0.32515469563988747,Jaira Burns,10
League of Legends,0.007924376678202314,-0.1983480848302233,0.31887471930107564,League of Legends,10
Lexie Liu,0.0122080317641286,-0.20174762468000593,0.3380026260624768,Lexie Liu,6
Seraphine,0.0022408402783467593,-0.20438931562955048,0.33258925744792833,Seraphine,6
Offset,0.026160810113587292,-0.24058677656406927,0.3675331529206444,Offset,1
Jax Jones,0.059847731586552974,-0.16877060460531385,0.24848179895899236,Jax Jones,4
Martin Solveig,0.06132845516049035,-0.205128927800158,0.3062064902175761,Martin Solveig,3
Europa,0.05798340110532385,-0.21281529588122983,0.2998812321750397,Europa,3
Alphaville,0.03652592153257598,0.025159929825894337,0.17615081980141772,Alphaville,4
Ava Max,0.021810019208943515,0.050878213983299544,0.1553287138940871,Ava Max,19
AJ Mitchell,0.02133506282398297,0.07871568508828335,0.2255612677917467,AJ Mitchell,1
ENHYPEN,0.009073708310348557,0.10233218331366183,0.2096977915476426,ENHYPEN,1
Pablo Alborán,0.022851378852129848,0.09423348738925412,0.21766084659405477,Pablo Alborán,1
Jonas Blue,0.003533390178915408,0.08706904790057995,0.21807572350935753,Jonas Blue,1
Da Tweekaz,-0.029165947454303325,0.07511601369734819,0.18322574542025713,Da Tweekaz,2
Robin Schulz,0.052480907725998734,0.09265766106940038,0.18753044554758427,Robin Schulz,2
Lauren Spencer Smith,0.9445255962192425,-0.024396855370815037,0.03903658784541083,Lauren Spencer Smith,2
GAYLE,0.9441500132247598,-0.030278560514776266,0.023447898386306076,GAYLE,2
Em Beihold,0.9256028511498771,-0.02678544734273303,0.0311564867266579,Em Beihold,2
Sam Gellaitry,0.3488314048194031,-0.09753389308738102,-0.14607954307480508,Sam Gellaitry,1
LE SSERAFIM,0.3538736976817742,-0.11234383331419809,-0.13205946975328517,LE SSERAFIM,1
Rema,0.3454346712226146,-0.12934053821381136,-0.11722612988757564,Rema,1
Shygirl,0.34186193271707904,-0.12474923059850829,-0.13911720661157762,Shygirl,3
Club Shy,0.3393125381555701,-0.1151765328948432,-0.14992682685338252,Club Shy,3
Isabella Lovestory,0.3320396527738857,-0.1263714742879307,-0.14842610807105208,Isabella Lovestory,3
Destroy Lonely,0.35527603234588856,-0.11196512285824112,-0.11443592547932781,Destroy Lonely,1
Kelela,0.35688492990063714,-0.09544983975986035,-0.1278058986477084,Kelela,1
Bebe Rexha,0.05673569676098394,0.0383869391575592,0.1295658780150136,Bebe Rexha,45
Florida Georgia Line,0.07495917438723232,0.09286286202560551,0.17271572927207854,Florida Georgia Line,1
Loud Luxury,0.09189262091732511,0.0834492797846972,0.17601206721952212,Loud Luxury,2
Two Friends,0.08944173822974702,0.07448152712161979,0.18542003027659779,Two Friends,2
Nathan Dawe,0.09751994423212838,0.049532403957885746,0.19430113005864932,Nathan Dawe,1
A Boogie Wit da Hoodie,0.06081190061909541,0.027665163960200936,0.18288199927324977,A Boogie Wit da Hoodie,3
Ben Nicky,0.11673025478927683,0.08433131898436136,0.16274939366024085,Ben Nicky,5
Dr Phunk,0.10445108501897539,0.05642337115909031,0.1442518959806124,Dr Phunk,4
Dimitri Vegas & Like Mike,0.10154723907737939,0.06371680322442574,0.14001253629344157,Dimitri Vegas & Like Mike,4
Oliver Heldens,0.08072349503654636,0.01287357768543075,0.17441245814641232,Oliver Heldens,2
DJs From Mars,0.07490127629905591,0.03098469146670942,0.17717000598667149,DJs From Mars,2
Masked Wolf,0.0702371625795282,0.07158161131768961,0.19407783968712,Masked Wolf,1
FRDY,0.11150984265020075,0.06595512514449688,0.1190691979699729,FRDY,2
Tory Lanez,0.10693864848412342,0.06063813205316799,0.1808323868258205,Tory Lanez,1
Ozuna,0.045275465306742875,-0.017317339086474023,0.08478183422806898,Ozuna,2
Travis Barker,0.07928690294913164,0.055605557672889085,0.20101417986924322,Travis Barker,1
Cedric Gervais,0.08574702685832197,0.02411420037759187,0.17009292328266257,Cedric Gervais,2
Gabry Ponte,0.06935446167945344,0.015174128150882695,0.18330429169648552,Gabry Ponte,2
Ellie Goulding,0.11173005068604193,0.05688405012205191,-0.041973253047396734,Ellie Goulding,12
Anyma,0.15350893109136302,0.06394527639627598,-0.05608135952506965,Anyma,4
Sigala,0.12243497758726384,0.04878859878528931,0.03294729004292801,Sigala,2
Speed Radio,0.18531673071032037,0.08121627079631014,-0.05921066636726533,Speed Radio,1
John Summit,0.17472749508397598,0.0740711997768079,-0.0646188921509875,John Summit,2
southstar,0.18142865429886054,0.06729334957107293,-0.07600805306448956,southstar,1
Four Tet,0.1868989140380257,0.05931159619073055,-0.06106047211947229,Four Tet,1
HUGEL,0.17890644226675004,0.07557883561228176,0.0836314819092387,HUGEL,3
Arash,0.17241044203435504,0.08662181743120585,0.08970903828313376,Arash,3
Daecolm,0.1772780607740083,0.07621236876277675,0.09685686243695024,Daecolm,3
LANY,-0.10979018914103289,-0.2447750230055401,0.03757618678592962,LANY,1
LAY,-0.12328881241590851,-0.23177681618613347,0.06044960084867365,LAY,1
Jeremy Zucker,-0.09158156605413714,-0.24703649695471624,0.04284966299796364,Jeremy Zucker,2
Alexander 23,-0.09551298037677969,-0.24458264222719747,0.055525168447150046,Alexander 23,2
Bella Poarch,-0.09961113930851656,-0.24477887258475284,0.023596066555308957,Bella Poarch,1
Miquela,-0.10961725675885721,-0.2395403392530905,0.0616628281439895,Miquela,1
TWICE,-0.12004192399426056,-0.23718214755646114,0.026425821161710022,TWICE,1
Ryan Riback,-0.12680253634530123,-0.23370280563047077,0.04268615832466148,Ryan Riback,1
Becky Hill,0.16527843280826143,0.1530987713058383,0.22444555026389043,Becky Hill,29
Chase & Status,0.13934007795495168,0.12961297218947654,0.20415215591106733,Chase & Status,4
Andy C,0.17475341223148091,0.17113262396065493,0.24923362065815297,Andy C,5
Sonny Fodera,0.18635760241254598,0.18776084813334537,0.24114025430689778,Sonny Fodera,2
Lewis Thompson,0.20014670095654832,0.17345426792687066,0.24390431168846333,Lewis Thompson,2
Zerb,0.2240154134524961,0.18322160241138924,0.256163824276776,Zerb,1
Shift K3Y,0.2106827772711542,0.19576039977402437,0.2652259975334204,Shift K3Y,1
SHY FX,0.1827254176394906,0.21494266066125897,0.2535579411150726,SHY FX,2
Mr. Williamz,0.19607401646419895,0.21271291656789834,0.24849891081215836,Mr. Williamz,2
Self Esteem,0.1891629994993906,0.1674009047534312,0.25898245438710543,Self Esteem,2
Skepsis,0.18404157570551544,0.19582681771640262,0.2824293332985848,Skepsis,1
Songer,0.21438376526500114,0.20119890934308335,0.2463047481665552,Songer,1
220 KID,0.1697562847601748,0.20258254582496396,0.2752256583029152,220 KID,1
S1mba,0.20239847330864136,0.16921606182624346,0.28572593664214746,S1mba,1
RILEASA,0.1900732482059268,0.2069914639718094,0.26724159925338664,RILEASA,1
Daire,0.21853790430387277,0.17215482054106163,0.2716518574397984,Daire,1
Alcemist,0.20211614115265816,0.18632549857262745,0.2807112645080689,Alcemist,1
Disrupta,0.181583782933205,0.18068730648331172,0.27611620472221476,Disrupta,2
Tove Lo,0.06948256594363121,-0.08916660664791463,0.13460780158061547,Tove Lo,21
Hippie Sabotage,0.09803516421774916,-0.12268909011944501,0.15052436937582497,Hippie Sabotage,2
SG Lewis,0.08475304891695946,-0.1123206305632899,0.14854200513062604,SG Lewis,6
Ilkay Sencan,0.09948490701866262,-0.040210176270563856,0.13304808529723486,Ilkay Sencan,2
Nelly Furtado,0.09560812447203253,-0.137650534799485,0.16263021846803963,Nelly Furtado,2
ZAAC,0.09730663120448849,-0.13841423194186783,0.1843733837365461,ZAAC,1
Dom Dolla,0.1162979683034185,-0.13376353426327436,0.17522998076751178,Dom Dolla,3
Partiboi69,0.11596734521793484,-0.12243027354158612,0.1826673390763195,Partiboi69,3
X CLUB.,0.12467488948515641,-0.12349063225479316,0.17158327952276692,X CLUB.,3
Channel Tres,0.11231004562100601,-0.1487998913504207,0.15129071263323804,Channel Tres,1
Kylie Minogue,0.12621605841403383,-0.13432019398184633,0.15408011683545156,Kylie Minogue,1
Daye Jack,0.0997842713535609,-0.15215078061867018,0.16702846298466092,Daye Jack,1
