song_id,primary_artist,community_id,degree
1Dq5By1yUrOB0zSxhCc5v8,Madison Beer,14,10
5ajjAnNRh8bxFvaVHzpPjh,Madison Beer,14,10
5sbooPcNgIE22DwO0VNGUJ,Madison Beer,14,10
4y3g40TWe7fCWCayJZuGvw,Madison Beer,14,10
6juLaduD4STCUDWT0AYun4,Madison Beer,14,10
2Dazu1HgFj1geJOfKKFOpf,Madison Beer,14,10
5UY8jf31X2hJkiAualFTyh,Madison Beer,14,10
1X4ZkhlRRohkV33cITaJYs,Madison Beer,14,10
6Z3KPGftGu9ZVvkAY8SaZa,Madison Beer,14,10
4PV0uE5pZSh44E3NqNNDEH,Madison Beer,14,10
