primary_artist,song_title,artists,release_date,popularity,is_collaboration,duration_seconds,spotify_id,lyrics
Lewis Capaldi,Let It Roll,Lewis Capaldi,2019-11-22,53,False,219.693,4lRSeOZ97LHOFDk5A0opcq,"Where'd you get to? Where'd you go? I've been so lost since you left Wish you kept leading me on Tried to reach ya, tried to call I bang my head against your door But there ain't nobody home And if you want to stay lost awhile I'll rearrange the road I take And meet you out in the wild And if you want, we can wait behind We can find a place to hide Maybe I could change your mind So, I'm holding out for something more Let me hold your rolling heart of stone Weigh down heavy like you did before Let me hold your rolling heart of stone Let it roll, let it roll, let it roll again Let it roll, let it roll, let me hold your heart of stone If you think you might feel the same I'll be right here where we left off Same old story, same old place I won't wander, I won't let go 'Cause there's more life in my bones Than you give me credit for And if you want to stay lost awhile I'll rearrange the road I take And meet you out in the wild And if you want, we can wait behind We can find a place to hide Maybe I could change your mind So, I'm holding out for something more Let me hold your rolling heart of stone Weigh down heavy like you did before Let me hold your rolling heart of stone Let it roll, let it roll, let it roll again Let it roll, let it roll, let it roll again You don't need to lose control, I just wanna let you know I'm holding on to make you whole, don't let go, don't let go You don't need to lose control, I just wanna let you know I'm holding on to make you whole, don't let go, don't let go You don't need to lose control, I just wanna let you know I'm holding on to make you whole, don't let go, don't let go I'm holding out for something more Let me hold your rolling heart of stone Weigh down heavy like you did before Let me hold your rolling heart of stone Let it roll, let it roll, let it roll again Let it roll, let it roll, let me hold your heart of stone Weigh down heavy like you did before Let it roll, let it roll, let me hold your heart of stone"
Lewis Capaldi,Don't Get Me Wrong,Lewis Capaldi,2019-05-17,53,False,213.091,4QGHin0gSqzPrPJhPU5gWn,"Pray silence, I'm begging Too tired to tell you I ain't coming home Stop for a second Guess I got caught up in leading you on And I ain't responsible for the lump in your throat Haven't you had enough of all of this? Haven't you had enough of loneliness? Don't get me wrong, I'd love to stay too long Don't get me wrong, I'd love to tell you whatever you want But haven't you had enough of loneliness? And haven't we had enough of second best? So don't get me wrong Innocent then Way back before we knew how to pretend Picking up where we left It ain't meant to be easy, shouldn't be hard as this And I ain't responsible for letting this go Haven't you had enough of all of this? Haven't you had enough of loneliness? Don't get me wrong, I'd love to stay too long Don't get me wrong, I'd love to tell you whatever you want But haven't you had enough of loneliness? Haven't we had enough of second best? Don't get me wrong Don't get me wrong I just don't wanna be the devil you know It hurts the most when you come too close Don't get me wrong, I'd love to stay too long Don't get me wrong, I'd love to tell you whatever you want But haven't you had enough of loneliness? Haven't we had enough of second best? Don't get me wrong"
Lewis Capaldi,Maybe,Lewis Capaldi,2019-05-17,53,False,210.116,5HU2B0yEnvg5EUB8FWeoda,"I've said a thousand things before I've fallen in and out of love I couldn't walk but tried to run At night, the weight of expectation seems to keep me up A thousand times, I said too much Always second-guess before I jump I gave my all, but not enough And with the weight of expectation, I'll be sleeping rough How come I'm the only one who ever seems to get in my way? Lately, I've been fucking up a good thing any chance I can get Somebody to lean on, somebody to hold It's just another to lead, though, before I let go And I ain't trying to be lonely, solely But everything I touch turns to stone Maybe I'm better off on my own A thousand times, I've heard the same I've heard some other voices in my head Let me assure you that my mind's in check I just can't put my faith in something we might live to regret How come I'm the only one who ever seems to get in my way? Lately, I've been fucking up a good thing any chance I can get Somebody to lean on, somebody to hold It's just another to lead, though, before I let go And I ain't trying to be lonely, solely But everything I touch turns to stone Maybe I'm better off on my own Everything that I touch turns to stone Maybe I'm better off on my own Everything that I touch turns to stone Maybe I'm better off on my own How come I'm the only one who ever seems to get in my way? Lately, I've been fucking up a good thing any chance I can get Somebody to lean on, somebody to hold It's just another to lead, though, before I let go And I ain't trying to be lonely, solely But everything I touch turns to stone Maybe I'm better off on my own"
Lewis Capaldi,Someone You Loved - Madism Radio Mix,"Lewis Capaldi, Madism",2019-02-15,52,True,157.171,1FaMsrYFdk914HDLQar1tz,"I'm going under and this time I fear there’s no one to save me This all or nothing really got a way of driving me crazy I need somebody to heal Somebody to know Somebody to have Somebody to hold It's easy to say But it's never the same I guess I kinda liked the way you numbed all the pain Now the day bleeds Into nightfall And you’re not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved I'm going under and this time I fear there's no one to turn to This all or nothing way of loving got me sleeping without you Now, I need somebody to know Somebody to heal Somebody to have Just to know how it feels It's easy to say but it's never the same I guess I kinda liked the way you helped me escape Now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved I tend to close my eyes when it hurts sometimes I fall into your arms I'll be safe in your sound 'til I come back around For now the day bleeds Into nightfall And you’re not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved But now the day bleeds Into nightfall And you’re not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved"
Lewis Capaldi,Tough,Lewis Capaldi,2018-06-08,52,False,229.282,3XXGqZX50zbGqSOup74UH2,"Every little part of me is holding on to every little piece of you Is holding on to every drop of blood you drew Is holding onto you And every waking hour I spend Holding out for reasons not to go to bed I'm holding out for someone else to hold instead If every hope of you is dead 'Cause every night since you cut and run I feel like the only one who's ever been the lonely one Trying to mend a heart that keeps breaking With every step that you're taking 'Cause you've been running circles 'round My mind, turning me inside out And I fell for you but hit the ground 'Cause the only love I've known has let me Down and I need lifting up Now you ain't here I'm sleeping rough And I'm praying I can pray enough So waking up without you ain’t so tough Find it hard to find my feet When I keep on stumbling over you and me But I keep on trying 'cause I know I need To outrun the memories And every day I'm reminded of The way I let it come undone I feel like the lonely one, the only one with time worth wasting Well, I still can't stop chasing 'Cause you've been running circles 'round My mind, turning me inside out And I fell for you but hit the ground 'Cause the only love I've known has let me Down and I need lifting up Now you ain't here I'm sleeping rough And I'm praying I can pray enough So waking up without you ain’t so tough, oh Tough, oh, tough So waking up without you Say I Thought I was talking to you Say I I guess I'm talking to myself Me and nobody else 'Cause you've been running circles 'round My mind, turning me inside out And I fell for you but hit the ground 'Cause the only love I've known has let me Down and I need lifting up Now you ain't here I'm sleeping rough And I'm praying I can pray enough So waking up without you ain’t so tough"
Lewis Capaldi,Shallow - BBC Radio 1 Live Lounge,Lewis Capaldi,2020-05-15,52,False,228.029,7y2M7zBxC6g8zmkhUvfy7C,"Tell me somethin', girl Are you happy in this modern world? Or do you need more? Is there somethin' that you're searchin' for? I'm fallin' In all the good times, I find myself longin' For change In all the bad times, I fear myself Tell me somethin', boy Ain't you tired tryna fill that void? Or do you need more? Ain't it hard keepin' it so hardcore? I'm fallin' In all the good times, I find myself longin' For change In all the bad times, I fear myself I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface where they can't hurt us We're far from the shallow now In the sha, the shallow In the shallow, shallow, shallow In the sha, the shallow We're far from the shallow now Oh, oh Oh, oh I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface where they can't hurt us We're far from the shallow now In the sha, the shallow In the shallow, shallow, shallow In the sha, the shallow We're far from the shallow now I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface where they can't hurt us We're far from the shallow now We're far from the shallow now"
Lewis Capaldi,Someone I Could Die For,Lewis Capaldi,2024-01-01,52,False,206.737,7cJrXfaHHNbUKgZwJ90DfA,"Another midnight, another bed I'm not alone, but the loneliness never sleeps Never leaves, never once I know a kiss can be hard to measure But this don't taste nothing like forever No, it don't, and I won't say it does Oh, I could pretend but I know it won't help Fooling my, fooling my, fooling myself Oh no, you know You know I'd be lying if I said I wasn't dying For someone I could die for Someone I could try for Fall apart and cry for Go ahead, risk my life for Bullet to the brain for Take away the pain for You know I'd be lying if I said I wasn't dying For someone I could die for, mm-mm I'm so damn sick of the one-night thing Can anyone get my heart racing Like it could, like it should, like it's love? Oh, I want the kind made for movie scripts Tell me, does that shit even exist? Hopelessly hope and pray that it does Well, I could say I don't need anyone else Fooling my, fooling my, fooling myself Oh no, you know You know I'd be lying if I said I wasn't dying For someone I could die for Someone I could try for Fall apart and cry for Go ahead, risk my life for Bullet to the heart for Fade into the dark for You know I'd be lying if I said I wasn't dying For someone I could die for Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Lying if I said I wasn't dying For someone I could die for"
Lewis Capaldi,Something Borrowed - Demo,Lewis Capaldi,2018-11-08,51,False,195.16,6UQGNRfns3nW2Nryl4aEGh,"I've been feeling every second Since she told me we were through Been going hell for leather 'Cause there's fuck all else to do And she stumbled through some problems Said, ""You're the only wrong in me"" But I've been missing something Bring your body home to me Am I wasting my time? Oh, I'm tryna find any truth in between the lies Am I wasting my time? Replaying conversations running 'round in my mind Didn't wanna be a love let go Barely getting by on my own Guess I'll always be holding on to something borrowed Didn't wanna sing myself away For long nights into wasted days Saying her name like something borrowed I'm only getting older Feeling sorry for myself Been wondering who she's holding Is playing havoc with my health Am I wasting my time? Oh, I'm tryna find any truth in between the lies Am I wasting my time? Replaying conversations running 'round in my mind Didn't wanna be a love let go Barely getting by on my own Guess I'll always be holding on to something borrowed Didn't wanna sing myself away For long nights into wasted days Saying her name like something borrowed Be tough with your love when I'm talking too much Be tough with your love, you've got to sober me up Be tough with your love when I'm talking too much Be tough with your love, you've got to sober me up Didn't wanna be a love let go Barely getting by on my own Guess I'll always be holding on to something borrowed Didn't wanna sing myself away For long nights into wasted days Saying her name like something borrowed Oh, yeah And hold it The kind of love, like something borrowed"
Lewis Capaldi,Headspace,Lewis Capaldi,2019-05-17,51,False,306.801,4RtlhOoWNO5ReUwdmTdTcG,"Salt of the earth, my friend It's all that we are in the end Well, you trapped down all the lines you drew And I can take the hit but I'm sorry, I don't want the bruise Your voice gets a little loud When there's nothing to talk about, you shout, dear And I'll find my lights fading out More and more by the hour It gets dark in here If you got time enough for me Sing me a song and send me to sleep Slip into my headspace while I dream Spin me a yarn, wrap it up around me Dust to dust, my friend Well, you're only blood and bones And I know your heart's at war with your head I am sure it hurt to see You're more than I'll ever have And more than I'll ever be I know it's a little late My timing was never great But I'm calling, dear I just wanted to let you know That I won't bother you anymore I'll be gone this time next year If you got time enough for me Sing me a song and send me to sleep Slip into my headspace while I dream Spin me a yarn, wrap it up around me If you got time enough for me Sing me a song and send me to sleep I never thought that a lie could sound so sweet Until you opened your mouth And you said you loved me"
Lewis Capaldi,Someone You Loved,Lewis Capaldi,2019-11-22,51,False,182.173,0vGWBo1b6KyE9klUQfxqwJ,"I'm going under, and this time, I fear there's no one to save me This all or nothing really got a way of driving me crazy I need somebody to hear,  somebody to know Somebody to have, somebody to hold It's easy to say, but it's never the same I guess I kinda liked the way you numbed all the pain Now, the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved I'm going under, and this time, I fear there's no one to turn to This all or nothing way of loving got me sleeping without you Now, I need somebody to know, somebody to hear Somebody to have, just to know how it feels It's easy to say, but it's never the same I guess I kinda like the way you help me escape Now, the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved And I tend to close my eyes when it hurts sometimes I fall into your arms I'll be safe in your sound till I come back around For now, the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved But now the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved"
Lewis Capaldi,Before You Go - Piano Version,Lewis Capaldi,2019-12-16,50,False,218.768,7slfeXbuzr9RYXX6XS6Npi,"I fell by the wayside like everyone else I hate you, I hate you, I hate you but I was just kidding myself Our every moment, I start to replace 'Cause now that they’re gone, all I hear are the words that I needed to say When you hurt under the surface Like troubled water running cold Well, time can heal but this won't So, before you go Was there something I could've said To make your heart beat better? If only I’d have known you had a storm to weather So, before you go Was there something I could've said To make it all stop hurting? It kills me how your mind can make you feel so worthless So, before you go Was never the right time, whenever you called Went little by little by little until there was nothing at all Our every moment, I start to replay But all I can think about is seeing that look on your face When you hurt under the surface Like troubled water running cold Well, time can heal but this won't So, before you go Was there something I could've said To make your heart beat better? If only I'd have known you had a storm to weather So, before you go Was there something I could've said To make it all stop hurting? It kills me how your mind can make you feel so worthless So, before you go Would we be better off by now If I'd have let my walls come down? Maybe, I guess we'll never know You know, you know Before you go Was there something I could’ve said To make your heart beat better? If only I’d have known you had a storm to weather So, before you go Was there something I could've said To make it all stop hurting? It kills me how your mind can make you feel so worthless So, before you go"
Lewis Capaldi,Burning,Lewis Capaldi,2023-05-19,50,False,216.573,3IwQl5UXtkFM4DiLmvV0WD,"Can't even begin to explain This all too well familiar pain It comes and it goes But it gets in my bones all the same, ooh-ooh Well, maybe I'm a fool For falling in love with you When I had nothing left to lose And nothing more I could give Went down with your sinking ship Now I don't think I'll make it through Through Now it's only the beat of my heart That reminds me not to stare at the sparks Can't set fire to my soul just to keep ya Keep ya Keep ya from burning alone 'Cause, the longer you convince me to stay Our salvation's slipping further away Can't set fire to my soul just to keep ya Keep ya Keep ya from burning alone Forget evеrything we've come to еxpect It only serves to further fuck with our heads And I don't wanna pretend This will all be alright in the end, ooh-ooh So maybe, now, instead of balancing on the edge We could put this to bed for good Can call it quits or risk sinking with this broken ship But I don't think we'd make it through Through Now it's only the beat of my heart That reminds me not to stare at the sparks Can't set fire to my soul just to keep ya Keep ya Keep ya from burning alone 'Cause, the longer you convince me to stay Our salvation's slipping further away Can't set fire to my soul just to keep ya Keep ya Keep ya from burning alone I wish I could stay I wish I could lie Do whatever it takes to get you through the night I can't be the one I can't take the fall Can't go up in the flames to keep your body warm Now it's only the beat of my heart That reminds me not to stare at the sparks Can't set fire to my soul just to keep ya Keep ya Keep ya from burning alone 'Cause, the longer you convince me to stay Our salvation's slipping further away Can't set fire to my soul just to keep ya Keep ya Keep ya from burning alone"
Lewis Capaldi,Any Kind Of Life,Lewis Capaldi,2023-05-19,50,False,195.386,1GcfoHt1DmszYmKWzngGor,"You were the raging storm that wrecked A beautiful mind I can't forget Knew from the moment that we met I'd take you home But, now that the future's so unclear Have all of your feelings disappeared? 'Cause I'm in no kind of frame of mind to let you go Hope, have you some that I can borrow? 'Cause I've been so low And the weight of all the world's a heavy load Keep me going till tomorrow 'Cause I just don't know if I can face another day alone Well, my lungs don't breathe And my heart don't beat And I can't believe in any kind of life without you here And I can't move on 'Cause it feels so wrong No, I just don't want any kind of life without you, dear Are there any words that I could say? I'm feeling our moment fade away In a matter of hours, we'll be drowning in the waves And, all of the memories that we shaped We're leaving behind, here in my wake If we can save the good we gave, we shouldn't wait Hope, have you some that I can borrow? 'Cause I just don't know If I can face another day alone Well, my lungs don't breathe And my heart don't beat And I can't believe in any kind of life without you here And I can't move on 'Cause it feels so wrong No, I just don't want any kind of life without you, dear Now you're not here, I can't explain The carousel of my constant pain I'm not sure that I can hold on anymore Became a victim of circumstance Should've said when I had the chance I don't want any kind of life without you here"
Lewis Capaldi,Old Navy Blue,Lewis Capaldi,2024-01-01,49,False,188.592,2sZxMkr5Qq5FzaymQy2nFc,"Cut my teeth on memories from playgrounds to the bars There's bigger boys with broken hearts who throw their weight around But settle down, and be here now, just watch the world revolve Don't it feel so good to be so small? Cast my mind behind and think of girls I used to know Who've all moved on to better things and found the ones they love But it don't breed animosity, I'm not perturbed at all Oh, man, it feels so good to feel so small Well, it's sad but sometimes it's true That your friends become the people you knew Once upon a time, that you left behind Old navy blue No matter though, how good things go, they've always got to end I've said goodbye to family from the side of their sick beds So, to all the ones I'll always love but faded out of view Until we meet again, this one's for you Well, it's sad but sometimes it's true That your friends become the people you knew Once upon a time, that you left behind Old navy blue Ain't it sad? The things that you'll miss When you're gone and the world, it still spins 'Cause you're not here to stay, so, just be here today Old navy blue But, after all this time, you're still a friend of mine Old navy blue, mm-mm, mm-mm"
Lewis Capaldi,Grace - Acoustic,Lewis Capaldi,2018-11-16,48,False,199.973,5hlMGa8LKxMTnWASM7uMLJ,"I can't seem to drown you out long enough I fell victim to the sound of your love You're like a song that I ain't ready to stop I got nothing but you on my mind I'm not ready to be just another of your mistakes Don't wanna let the pieces fall out of place I was only just a breath removed from going to waste Till I found salvation in the form of your— Your grace Your grace Your grace Don't take it away Your grace Your grace Your grace Don't take it away On the verge of almost bleeding you out Are we too wounded now to ever come down? Oh, how I long for us to find common ground I got nothing but you on my mind I'm not ready to be just another of your mistakes Don't wanna let the pieces fall out of place I was only just a breath removed from going to waste Till I found salvation in the form of your— Your grace Your grace Your grace Don't take it away Your grace Your grace Your grace Don't take it, take it— Way too close to colour your comfort All dressed up but kept undercover Way too close to colour your comfort All dressed up but kept undercover Your grace Your grace Your grace Don't take it away Don't wanna let the pieces fall out of place Well, I found salvation in the form of your— Your grace Your grace Your grace Don't take it away Your grace Your grace Your grace Don't take it away"
Taylor Swift,Cruel Summer,Taylor Swift,2019-08-23,90,False,178.426,1BxfuPKGuaTgP7aM0Bbdwr,"(Yeah, yeah, yeah, yeah) Fever dream high in the quiet of the night You know that I caught it (Oh yeah, you're right, I want it) Bad, bad boy, shiny toy with a price You know that I bought it (Oh yeah, you're right, I want it) Killing me slow, out the window I'm always waiting for you to be waiting below Devils roll the dice, angels roll their eyes What doesn't kill me makes me want you more And it's new, the shape of your body It's blue, the feeling I've got And it's ooh, woah-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, woah-oh It's a cruel summer with you Hang your head low in the glow of the vending machine I'm not dying (Oh yeah, you're right, I want it) We say that we'll just screw it up in these trying times We're not trying (Oh yeah, you're right, I want it) So cut the headlights, summer's a knife I'm always waiting for you just to cut to the bone Devils roll the dice, angels roll their eyes And if I bleed, you'll be the last to know, oh It's new, the shape of your body It's blue, the feeling I've got And it's ooh, woah-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, woah-oh It's a cruel summer with you I'm drunk in the back of the car And I cried like a baby comin' home from the bar (Oh) Said, ""I'm fine,"" but it wasn't true I don't wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer just to seal my fate (Oh) And I scream, ""For whatever it's worth I love you, ain't that the worst thing you ever heard?"" He looks up, grinnin' like a devil It's new, the shape of your body It's blue, the feeling I've got And it's ooh, woah-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, woah-oh It's a cruel summer with you I'm drunk in the back of the car And I cried like a baby comin' home from the bar (Oh) Said, ""I'm fine,"" but it wasn't true I don't wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer just to seal my fate (Oh) And I scream, ""For whatever it's worth I love you, ain't that the worst thing you ever heard?"" (Yeah, yeah, yeah, yeah)"
Taylor Swift,Lover,Taylor Swift,2019-08-23,86,False,221.306,1dGr1c8CrMLDpV6mPbImSI,"We could leave the Christmas lights up 'til January And this is our place, we make the rules And there's a dazzling haze, a mysterious way about you, dear Have I known you twenty seconds or twenty years? Can I go where you go? Can we always be this close? Forever and ever, ah Take me out and take me home You're my, my, my, my lover We could let our friends crash in the living room This is our place, we make the call And I'm highly suspicious that everyone who sees you wants you I've loved you three summers now, honey, but I want 'em all Can I go where you go? Can we always be this close? Forever and ever, ah Take me out and take me home (Forever and ever) You're my, my, my, my lover Ladies and gentlemen, will you please stand? With every guitar string scar on my hand I take this magnetic force of a man to be my lover My heart's been borrowed and yours has been blue All's well that ends well to end up with you Swear to be overdramatic and true to my lover And you'll save all your dirtiest jokes for me And at every table, I'll save you a seat, lover Can I go where you go? Can we always be this close? Forever and ever, ah Take me out and take me home (Forever and ever) You're my, my, my, my Oh, you're my, my, my, my Darling, you're my, my, my, my lover"
Taylor Swift,cardigan,Taylor Swift,2020-07-24,86,False,239.56,4R2kfaDFhslZEMJqAFNpdd,"Vintage tee, brand new phone High heels on cobblestones When you are young, they assume you know nothing Sequin smile, black lipstick Sensual politics When you are young, they assume you know nothing But I knew you Dancin' in your Levi's Drunk under a streetlight, I I knew you Hand under my sweatshirt Baby, kiss it better, I And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite A friend to all is a friend to none Chase two girls, lose the one When you are young, they assume you know nothing But I knew you Playing hide-and-seek and Giving me your weekends, I I knew you Your heartbeat on the High Line Once in twenty lifetimes, I And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite To kiss in cars and downtown bars Was all we needed You drew stars around my scars But now I'm bleedin' 'Cause I knew you Steppin' on the last train Marked me like a bloodstain, I I knew you Tried to change the ending Peter losing Wendy, I I knew you Leavin' like a father Running like water, I And when you are young, they assume you know nothing But I knew you'd linger like a tattoo kiss I knew you'd haunt all of my what-ifs The smell of smoke would hang around this long 'Cause I knew everything when I was young I knew I'd curse you for the longest time Chasin' shadows in the grocery line I knew you'd miss me once the thrill expired And you'd be standin' in my front porch light And I knew you'd come back to me You'd come back to me And you'd come back to me And you'd come back And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite"
Taylor Swift,Don’t Blame Me,Taylor Swift,2017-11-10,85,False,236.413,1R0a2iXumgCiFb7HEZ7gUE,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life I've been breakin' hearts a long time And toyin' with them older guys Just playthings for me to use Somethin' happened for the first time In the darkest little paradise Shaking, pacin', I just need you For you, I would cross the line I would waste my time I would lose my mind They say, ""She's gone too far this time"" Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh Lord, save me, my drug is my baby I'll be usin' for the rest of my life My name is whatever you decide and I'm just gonna call you mine I'm insane, but I'm your baby (Your baby) Echoes (Echoes) of your name inside my mind Halo hidin' my obsession I once was poison ivy, but now, I'm your daisy And, baby, for you, I (I) would (Would) fall from grace Just (Just) to (To) touch your face If (If) you (You) walk away I'd beg ya on my knees to stay Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life (Yeah, ooh) Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh Lord, save me, my drug is my baby I'll be usin' for the rest of my life I get so high, oh Every time you're, every time you're lovin' me You're lovin' me Trip of my life, oh Every time you're, every time you're touchin' me You're touchin' me Every time you're, every time you're lovin' me Oh Lord, save me, my drug is my baby I'll be usin' for the rest of my life (Usin' for the rest of my life, oh, woah) Don't blame me, love made me crazy If it doesn't, you ain't doin' it right (Doin' it right, no) Lord, save me, my drug is my baby I'll be usin' for the rest of my life (Oh) Don't blame me, love made me crazy (Ooh) If it doesn't, you ain't doin' it right (You ain't doin' it right) Oh Lord, save me, my drug is my baby I'll be usin' for the rest of my life (I'll be usin', I'll be usin') I get so high, oh Every time you're, every time you're lovin' me You're lovin' me Oh Lord, save me, my drug is my baby I'll be usin' for the rest of my life"
Taylor Swift,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",2024-04-18,85,True,228.965,2OzhQlSqBEmt7hmkYxfT6m,"I was supposed to be sent away But they forgot to come and get me I was a functioning alcoholic 'Til nobody noticed my new aesthetic All of this to say I hope you're okay But you're the reason And no one here's to blame But what about your quiet treason? And for a fortnight there, we were forever Run into you sometimes, ask about the weather Now you're in my backyard, turned into good neighbors Your wife waters flowers, I wanna kill her All my mornings are Mondays stuck in an endless February I took the miracle move-on drug, the effects were temporary And I love you, it's ruining my life I love you, it's ruining my life I touched you for only a fortnight I touched you, but I touched you And for a fortnight there, we were forever Run into you sometimes, ask about the weather Now you're in my backyard, turned into good neighbors Your wife waters flowers, I wanna kill her And for a fortnight there, we were together Run into you sometimes, comment on my sweater Now you're at the mailbox, turned into good neighbors My husband is cheating, I wanna kill him I love you, it's ruining my life I love you, it's ruining my life I touched you for only a fortnight I touched you, I touched you I love you, it's ruining my life I love you, it's ruining my life I touched you for only a fortnight I touched you, I touched you Thought of callin' ya, but you won't pick up 'Nother fortnight lost in America Move to Florida, buy the car you want But it won't start up 'til you touch, touch, touch me Thought of calling ya, but you won't pick up 'Nother fortnight lost in America Move to Florida, buy the car you want But it won't start up 'til I touch, touch, touch you"
Taylor Swift,august,Taylor Swift,2020-07-24,85,False,261.922,3hUxzQpSfdDqwM3ZTFQY0K,"Salt air, and the rust on your door I never needed anything more Whispers of ""Are you sure?"" ""Never have I ever before"" But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine Your back beneath the sun Wishin' I could write my name on it Will you call when you're back at school? I remember thinkin' I had you But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine Back when we were still changin' for the better Wanting was enough For me, it was enough To live for the hope of it all Cancel plans just in case you'd call And say, ""Meet me behind the mall"" So much for summer love and saying ""us"" 'Cause you weren't mine to lose You weren't mine to lose, no But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine 'Cause you were never mine Never mine But do you remember? Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all, for the hope of it all ""Meet me behind the mall"" (Remember when I pulled up and said ""Get in the car"") (And then canceled my plans just in case you'd call?) (Back when I was livin' for the hope of it all, for the hope of it all) (""Meet me behind the mall"") Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all (For the hope of it all) For the hope of it all, for the hope of it all (For the hope of it all, for the hope of it all)"
Taylor Swift,Anti-Hero,Taylor Swift,2022-10-21,84,False,200.69,0V3wPSX9ygBnCm8psDIegu,"I have this thing where I get older, but just never wiser Midnights become my afternoons When my depression works the graveyard shift, all of the people I've ghosted stand there in the room I should not be left to my own devices They come with prices and vices I end up in crisis (Tale as old as time) I wake up screaming from dreaming One day, I'll watch as you're leaving 'Cause you got tired of my scheming (For the last time) It's me, hi I'm the problem, it's me At teatime, everybody agrees I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero Sometimes, I feel like everybody is a sexy baby And I'm a monster on the hill Too big to hang out, slowly lurching toward your favorite city Pierced through the heart, but never killed Did you hear my covert narcissism I disguise as altruism Like some kind of congressman? (A tale as old as time) I wake up screaming from dreaming One day, I'll watch as you're leaving And life will lose all its meaning (For the last time) It's me, hi I'm the problem, it's me (I'm the problem, it's me) At teatime, everybody agrees I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero I have this dream my daughter-in-law kills me for the money She thinks I left them in the will The family gathers 'round and reads it and then someone screams out ""She's laughing up at us from Hell"" It's me, hi I'm the problem, it's me It's me, hi I'm the problem, it's me It's me, hi Everybody agrees, everybody agrees It's me, hi (Hi) I'm the problem, it's me (I'm the problem, it's me) At teatime (Teatime), everybody agrees (Everybody agrees) I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero"
