primary_artist,song_title,artists,release_date,popularity,is_collaboration,duration_seconds,spotify_id,lyrics
Drake,God's Plan,Drake,2018-06-29,84,False,198.973,6DCZcSspjsKoFjzjrWoCdn,"And they wishin' and wishin' And wishin' and wishin', they wishin' on me Yeah I been movin' calm, don't start no trouble with me Tryna keep it peaceful is a struggle for me Don't pull up at 6 a.m. to cuddle with me You know how I like it when you lovin' on me I don't wanna die for them to miss me Yes, I see the things that they wishin' on me Hope I got some brothers that outlive me They gon' tell the story, shit was different with me God's plan, God's plan I hold back, sometimes, I won't, yeah I feel good, sometimes, I don't (Ayy, don't) I finessed down Weston Road (Ayy, 'nessed) Might go down a G-O-D (Yeah, wait) I go hard on Southside G (Yeah, wait) I make sure that north-side eat And still Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me Yeah, ayy, ayy She say, ""Do you love me?"" I tell her, ""Only partly I only love my bed and my mama, I'm sorry"" Fifty Dub, I even got it tatted on me Eighty-one, they'll bring the crashers to the party And you know me Turn the O2 into the O3, dog Without 40, Oli, there'd be no me 'Magine if I never met the broskies God's plan, God's plan I can't do this on my own, ayy (No, ayy) Someone watchin' this shit close (Yep, close) I've been me since Scarlett Road, ayy (Road, ayy) Might go down as G-O-D (Yeah, wait, yeah) I go hard on Southside G (Ayy, wait, ayy) I make sure that north-side eat, yeah And still Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me Yeah, yeah Bad things It's a lot of bad things that they wishin' and wishin' And wishin' and wishin', they wishin' on me Yeah"
Drake,GIMME A HUG,Drake,2025-02-14,83,False,193.054,5Nz7hI3cCOHmMR4vSLJ1An,"Yeah, Drake elimination, fake intimidation Take a minute, take a deep breath, have a little bit of patience ""Drizzy, you amazin', you the inspiration You set the bar for the next generation"" You Neo in the matrix, these niggas just Nemo in the ocean Small fish, making kids feel emotion Using you for promotion, truer words had never been spoken Niggas want to see RIP me on a t-shirt like I'm Hulk Hogan I appreciate the fans rocking with me, this is really just a small token Really fuckin' with a visionary Only reason I ain't got a girl and I ain't gettin' marriеd 'Cause I'm really out herе, filling up the itinerary 'til I'm six feet in a cemetery Bulletproof doors so heavy, got me rollin' 'round like a dignitary Funny how it's only bitch niggas that are waiting on the boy's obituary 'Cause if I die, it's these niggas that become the sole beneficiary And what the fuck are they gon' do with it? Have the girls up at 29 on stage twerkin' with a dictionary? Guilt trips, not Turks trips when it's cold out here in February 'Cause right now, shorty parachuting molly like she flying for the military This girl face so pretty, I can only think of fuckin' missionary Fuck that, make the beat switch, turn the hoes up, give a million to 'em Right now, I got so many villas booked, I'm like a villain to 'em Durk's boy told me ""Marvin's Room"" was his favorite song, he was drilling to it Thousand niggas rappin' murder shit and like ten niggas that'll really do it Savage, you the only nigga checkin' on me when we really in some shit, brother Melyssa Ford, you a legend from the 6ix, hate to see you with a dick-sucker Shit about to be a lit summer, tell Tony leave the motor runnin' Tell Mike that the ceiling's too low in Booby, how we supposed to throw a hundred? Damn They be droppin' shit, but we be droppin' harder shit (Droppin' harder shit) Fuck a rap beef, I'm tryna get the party lit Tryna get the party lit for the bitches Them Nike tights is huggin' on that ass like they missed it What's up? Niggas is hating the boy for sure, the women in love Walk in the strip club, damn, I missed you hoes, give me a hug Give me a hug, give me a hug, give me a hug, give me a hug Yeah, I know that you work in the club Know that these people might judge But fuck it, you family to us So come over here and give me some love Yeah, give me a hug I miss you hoes, give me a hug Give me a hug, give me a hug What can I say? I miss you girls, I'm stuck in my ways Princess, Gigi, Pooh, Pink, Luxury, y'all gotta come to the stage Yeah, come to the stage and show me some love You know how I'm comin', I'm giving it up The niggas in here ain't spendin' enough Bae, I miss you I'm talkin' to you, baby, I miss you You, you, you, you, you Yeah"
Drake,Headlines,Drake,2011-11-15,83,False,235.986,6LxSe8YmdPxy095Ux6znaQ,"I might be too strung out on compliments Overdosed on confidence Started not to give a fuck and stopped fearin' the consequence Drinkin' every night because we drink to my accomplishments Faded way too long, I'm floatin' in and out of consciousness And they sayin' I'm back, I'd agree with that I just take my time with all this shit, I still believe in that I had someone tell me I fell off, ooh, I needed that And they want to see me pick back up, well, where'd I leave it at? I know I exaggerated things, now I got it like that Tuck my napkin in my shirt 'cause I'm just mobbin' like that You know good and well that you don't want a problem like that You gon' make someone around me catch a body like that No, don't do it (Ayy), please don't do it (Ayy) 'Cause one of us goes in and we all go through it (Ayy) And Drizzy got the money, so Drizzy gon' pay it Those my brothers, I ain't even gotta say it That's just something they know They know, they know, they know They know, they know, they know They know, they know, they know Yeah, they know, yeah That the real is on the rise Fuck them other guys I even gave 'em a chance to decide Now it's something they know They know, they know, they know (Yeah) I be yellin' out, ""Money over everything,"" money on my mind Then she wanna ask when it got so empty Tell her I apologize, happened over time She says, ""They miss the old Drake,"" girl, don't tempt me ""If they don't get it, they'll be over you That new shit that you got is overdue You better do what you supposed to do"" I'm like, ""Why I gotta be all that?"" But still, I can't deny the fact that it's true Listening to you expressin' all them feelings Soap-opera rappers, all these niggas sound like all my children And that's who you thinkin' is 'bout to come and make a killin'? I guess it really is just me, myself, and all my millions You know that they ain't even got it like that You gon' hype me up and make me catch a body like that 'Cause I live for this, it isn't just a hobby like that When they get my shit and play it, I ain't even gotta say it, they know They know, they know, they know They know, they know, they know They know, they know, they know Yeah, they know, yeah That the real is on the rise Fuck them other guys I even gave 'em a chance to decide Now it's something they know They know, they know, they know I be yellin' out, ""Money over everything,"" money on my mind Mind, mind-mind Tell 'em I apologize, it happened over time Time, time-time They know They know, they know, they know They know, they know, they know They know, they know, they know (Yeah)"
Drake,SOMEBODY LOVES ME,"PARTYNEXTDOOR, Drake",2025-02-14,82,True,182.767,2kZoOj1n5vk9BuF0sih58M,"(All the girls) I know there's somebody who loves me Somebody who really loves me (Who loves me) And that's all I need We in Miami turnin' up another notch (A notch) We smokin' broccoli, but she smellin' Baccarat ('Carat) I'm in her panties tryna get all in her crotch (Her crotch) Friends all on my friends and they tryna get got (Get got) Her name is Angel, but she's far from God (From God) Bet it don't pay well to fall in love (In love) Must be the stars, but something's linin' up (It's up) Thought my exes was bad, but you finer (Finer) Oh, no, no, no (Oh, oh, oh) Yеah, yeah Somebody who loves mе in the buildin' Somebody who feel me in the buildin' (Oh, oh, oh) We throw fifty thou' to the ceiling, oh yeah Oh yeah, yeah We in Miami turnin' up another notch (A notch) We took the Trophy, let the shorties take the yacht ('Carat) We all in Santos, I rented out the spot (Her crotch) Friends all on my friends and they tryna get got (Get got) Her name is Angel, but she must forgot (From God) She said her bestie wanna get you home and swap I said, ""I'm shy, baby, and that's doin' a lot"" I'm tryna do more than bust down your watch I need somebody who gon' meet me at the top Who's out there for me? Who's out there for me? Who's out there for me? Said it don't pay well to fall in love (In love) I need the stars or somethin' linin' up (It's up) Thought my ex-bitch was bad, but you finer (Finer) Oh yeah (Oh, oh, oh) Yeah, yeah Somebody who loves me in the buildin' Somebody who feel me in the buildin' (Oh, oh, oh) We throw fifty thou' to the ceiling, oh yeah I know there's somebody who loves me Somebody who really loves me (Who loves me) And that's all I need, yeah I'm holding y'all hands real, real, real, real tight when I say this 'cause I don't feel like fightin' But please quit callin' them lil' one-week breaks celibacy You're not celibate You're not celibate You're not celibate"
Drake,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2022-06-17,82,True,218.364,3F5CgOj3wFlRv51JsHbxhe,"Just awaken shaken once again, so you know it's on Just awaken shaken once again, ho, you know it's on Just awaken shaken once again, so you know it's on Just awaken shaken once again, ho, you know it's on Yeah, life Life is the only thing we need They need me to go, but I don't wanna leave Rest in peace to Lil Keed Fuck a pigeonhole, I'm a night owl, this a different mode I might have to make her paint a 6 on her pinky toe Heard you with a shooting guard, just let a nigga know I would have you courtside, not the middle row All good, love, in a minute, though I can't strеss about no bitch 'cause I'm a timid soul Plus, I'm cookin' up ambition on a kitchen stove Pot start to bubblе, see the suds, that shit good to go Hoes say I'm suave, but I can't get RICO'd Bro think he John Wayne, I bought him yellow stones Love the way they hang, babe, fuck the silicone Everybody fake now, you could crack the code Bustdown everything, set in rose gold Dread talkin' to you niggas like I'm J. Cole I can tell her head good before I even know Bitch, don't tell me that you model if you ain't been in Vogue Gotta throw a party for my day ones They ain't in the studio, but they'll lay somethin' Rest in peace to Drama King, we was straight stuntin' You don't like the way I talk? Nigga, say somethin' Gotta throw a party for my day ones Pull up and you know it's us, the bass jumpin' You don't like the way I talk? Then say somethin' Get out my face, nigga Gotta throw a party for my day ones They ain't in the studio, but they'll lay somethin' Rest in peace to Drama King, we was straight stuntin' If I let my nigga 21 tell it, you a Pussy Spin a block twice like it ain't nowhere to park (21) Smack the backside of his head like he Bart (Pussy) OVO 4L, we come out when it get dark (21, 21) Big stepper, he came in a Rolls, but he left in a stretcher (21) Let my brother drive while I shoot, team effort (21) Askin' all these questions, bitch, you must think you Nadeska The chopper like to feel on all the opps, it's a molester (21) I be with my gun like Rozay be with lemon pepper She wanna hear some Afrobeats 'cause she just popped a Tesla All that workin' out, that nigga must think he a wrestler But this ain't UFC, this chopper came with a compressor (21) This chopper came with a compressor (Pussy) This chopper came with a— (Pussy) This Glock 4-5 came with a switch (21) If I was Will Smith, I would've slapped him with a stick Put your hands in the air, it's a stick-up (21) Spin the same hood where I get my dick sucked (Facts) If you standin' on business, put your blick up (21, 21) Come around actin' scary, get your shit took (21) Fell in love with feelin' dizzy, so I spizzin (21) I got mad love for the boy, yeah, that's my twizzin (21) If them niggas keep on dissin', slide agizzain (21) We the reason why the opps ain't got no frizziends (21) Last nigga played with me got turned duppy I ain't even roll him in the 'Wood 'cause he musty You ask how she doin', I just tell her come and fuck me Shot his ass twenty times, damn, this nigga lucky (Damn, that nigga lucky) Gotta throw a party for my day ones They ain't in the studio, but they'll lay somethin' Rest in peace to Drama King, we was straight stuntin' You don't like the way I talk? Nigga, say somethin' Say somethin', say somethin', say somethin', say somethin', say somethin' You don't like the way I talk? Nigga, say somethin', say somethin', say somethin', say somethin', say somethin'"
Drake,CN TOWER,"PARTYNEXTDOOR, Drake",2025-02-14,82,True,241.889,4u43I0LP2Xf85OAS85eG0R,"Ride with me Ride with me Ride with me Yeah, yeah The city is pretty when it's dead just like a flower What color's the CN Tower? It's red tonight Just like the text I sent you from the bed tonight Read it 'cause I finally think I said things right Thought you caught me slippin', had me dead to rights Nothin' ever happened, girl, they fed you lies Like a tiny house out back, I'm tryna shed some light (Some things that you been hearin' 'bout me) City is prеtty when it's dead just like a flowеr What color's the CN Tower? It's blue now Like how I'm feelin' 'bout you now I was too down, tell me what to do now, oh City is pretty when it's dead just like a flower What color's the CN Tower? It's lit up green (It's lit up green) Like the envy in people's eyes, gettin' in between (In between) Tryna sleep it off, but I just see you in my dreams Ayy I don't have your contact anymore You blocked me, I lost you, it's a back and forth Think I even hit your email as a last resort Did you really read the message that I sent before? Thought I laid that shit out perfect, put it on the floor Put it on my son, I put it on the Lord What else can I swear on, girl? There's nothing more Why did you cut this thing off like you had somethin' more? 'Cause I just asked around, I just asked around Your friends can't hold water, girl, they'd rather see you drown Know they tell me everything when I end up downtown And what? And what? Buy another round And what do I know now? Surprise, surprise I heard you ain't found nobody that's a ride-or-die I heard that you went through hell and gotta dry your eyes You pretend to be so happy, it's a bald-faced lie So why, why do you lie, baby? Oh The city is pretty when it's dead just like a flower What color's the CN Tower? It's red tonight Just like the text I sent you from the bed tonight Read it 'cause I— Back with a plan tonight (Alright) Cancel Japan tonight (Alright) Tokyo down for the boy (Alright) But the plane is on land tonight (Alright) Girl, I'm a fan in real life (Alright) You don't even post on that site (Alright) The price, it definitely would've spiked (Alright) Touchpad, turn off the lights (Alright) The love (The love for you), the love (The love for you) The love that I have for you is I came to the Out in Canada (The club) Hundred thousand dollars (Oh) Could've left that shit for real (For real) Love at first sight when I met that bitch for real For sure was a vibe, but I had to keep it player Tellin' all the guys I'm not gon' take you there Now's not the time to fall, but girl, come here, ayy I'm, I'm, I'm tryna sleep it off, girl, I see ya I see ya, oh, in my dreams Oh, in my dreams Yeah, in my dreams"
Drake,Teenage Fever,Drake,2017-03-18,81,False,219.692,6n3HGiq4v35D6eFOSwqYuo,"Your heart is hard to carry after dark You're to blame for what we could have been 'cause look at what we are Your friends are scared to tell you you went too far Funny that it's always been all about you from the start I met someone new last night and we kicked it And I'm going back there tonight And you know what's on my mind, this time Going back there tonight And you know what's on my mind, so If you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me? If you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me? Out of body That's just how I feel when I'm around you, shawty Last night we didn't say it But girl, we both thought it Why second guess? I should have stayed You say the word, I'm on the way This shit feels like teenage fever I'm not scared of it, she ain't either Why second guess? I should have stayed 'Cause you know what's on my mind, so If you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me? If you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me? Yeah, slightly, huh, took a left turn there But very much 6 a.m.​ Slightly been awake for twenty-four hours So please forgive me More ideas and stuff comin' Yeah, yeah, fam, I'm wafflin' But man is tired, fam, Jesus Christ"
Drake,9,Drake,2016-05-06,81,False,255.786,1C7KSXR2GVxknex6I4ANco,"Yeah, for the dogs dem, you know Everybody wanna know how shit gets like this, man Man, the whole city Shit's crazy right now, and shit ain't gonna stop Know shit gonna get a lot more worse before it get any better Look, mama hit my phone and said rap's no good Better than her telling me the check's no good Now they wanna act like I do no good Funny 'cause I really did more than I should I made a decision last night that I would die for it Just to show the city what it takes to be alive for it Can't get me on the line so they hang me out to dry for it You know 40 wants peace but I'm down to cut ties for it And I can't sleep these days unless I take one If they don't have a story these days, they'll make one Life is always on, man, I never get a break from it Doesn't matter where I go, I can never get away from it They give me loyalty and I don't gotta pay for it Same way, breads gotta break for it Keeping people fed is my only peace of mind now And I turn the six upside down, it's a nine now I made a decision last night that I would die for it (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Oh) All these handouts, man it's getting outta hand I'ma start telling niggas ""Get it how you can"" I got it right now so I'm everybody's friend If I ever lose I bet we never speak again I made a decision last night, I'd die for it Just to show the city what it takes to be alive for it First place, first place, man we can't be tied for it I only drove it five times, paid 1.5  for it, yeah Keychain go jang-a-lang, I wanna do major things MJ in every way, I just don't fade away Six upside down, it's a nine now Like Mannie, like Stunna, man, shit is big time now And I made a decision last night that I would die for it (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, woo, yeah, yeah, gangstas, gangstas, gangstas...) (Oh) … And then when I saw the news Make me feel afraid of how I’d been to you Trust me when I say I thought it all through Trust me when I say that shit is old moves God made himself a way from me to you Tried to kill me but they still want the Views Tried to kill me but they still want the Views Tried to kill me but I am very much alive on the six side Yeah, I said I am very much alive on the six side I said I am—"
Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",2023-10-06,81,True,319.191,1yeB8MUNeLo9Ek1UEpsyz6,"Is it all I could be enough Is it all I could be enough Is it Bend that ass over (Baow), let that coochie breathe (Yeah) Shake that ass, bitch, hands on your knees (Ho) Hands on your knees (Ho), hands on your knees (Now) Shake that ass for Drake (Yup), now shake that ass for me Bend that ass over (Baow), let that coochie breathe (Yeah) Shake that ass, bitch, hands on your knees Hands on your knees, hands on your knees Shake that ass for Drake (Yeah), now shake that ass for me Ayy, I still got some love deep inside of me No need to lie to me, I know you got a guy He's not a guy to me Just say goodbye to him, then take the ride to mе, ride to me I still got some lovе deep inside of me Please drag it out of me You just might Just might get that G-Wagon out of me Please drag it out of me, please drag it out Rollie gang, patty gang, rich baby daddy gang I'm with Red like I'm at a Cincinnati game Hood bitch, tat her gang 'fore she tat her name Real bitch, held me down 'fore I had a name Heard there's money on my head, what is that to me? I put a hundred bands on him, he put a rack on me We from two different worlds, but it's a match to me The bend it over only time she turn her back on me (For real) Bend that ass over (Baow), let that coochie breathe (Yeah) Shake that ass, bitch, hands on your knees (Ho) Hands on your knees (Ho), hands on your knees (Now) Shake that ass for Drake (Yup), now shake that ass for me Bend that ass over (Baow), let that coochie breathe (Yeah) Shake that ass, bitch, hands on your knees Hands on your knees, hands on your knees Shake that ass for Drake (Yeah), now shake that ass for me You been so good and you deserve to end your suffering I need good dick and conversation, can you comfort me? I got a feeling this is more than what we both would say I got a feeling this is more than feelings I can't let you get away Feels good, but it can't be love Ain't a damn thing that I'd do Ain't a damn thing, oh Bend that ass over (Oh), let that coochie breathe (Oh) Shake that ass, bitch (Oh), hands on your knees (Oh) Hands on your knees (Oh, bend it), hands on your knees (Oh) Shake that ass for Drake (Uh), now shake that ass for me Bend that ass over (Yeah), let that coochie breathe (Yeah) Shake that ass, bitch (Yeah), hands on your knees (Hands on your) Hands on your knees (Hands on your), hands on your knees (Yeah) Shake that ass for Drake, now shake that ass for me (Shake, shake, shake) You like my voice, I turn you on Red weave, it match my thong He heard about me, know my song I drive him crazy, can't leave me 'lone Foreign trucks, I pull up Thirty inches to my butt Nails done, I'm fine as fuck Niggas tryna see what's up I'm lucky I'm lucky I'm lucky I'm lucky Bend that ass over (Baow), let that coochie breathe (Yeah) Shake that ass, bitch, hands on your knees (Ho) Hands on your knees (Ho), hands on your knees (Now) Shake that ass for Drake (Yup), now shake that ass for me Bend that ass over (Baow), let that coochie breathe (Yeah) Shake that ass, bitch, hands on your knees Hands on your knees, hands on your knees Shake that ass for Drake (Yeah), now shake that ass for me You know the root of it You know the lies and you know the truth of it I see the future and I can see you in it Girl, I'm not stupid, so don't pull no stupid shit I swear, poppin' my shit come with consequences Post nut clarity, I came to my senses I knew it was love when it started as a friendship Askin' 'bout a baby, we should probably get a Frenchie And take care of the dog Take care of the dog Until the dog days are over The dog days are done And you know I'm the one, I'm the one The dog days are over, dog days are done And you know I'm— We was fuckin' night after night, I'll change your life You ain't even know how to suck it right, I taught you right You ain't even heard of Grace Bay 'til I bought the flight You ain't even know how cold you was 'til I bought you ice You can't even look at him the same, we a different type You just text me trippin', I reply, ""Have a safe flight"" Wanna stick around for the ride, baby, hol' on tight"
Drake,SOMETHING ABOUT YOU,"PARTYNEXTDOOR, Drake",2025-02-14,81,True,218.682,1F6nHHDJyTHLgDDFj1ZZDt,"Okay, well Oh Oh Fuck your coworker, she a hatin'-ass ho Met you for lunch just to let that bitch know You got somebody that love you back home If anybody know, I know how it go Same bitches hatin' gon' be at the show 'Specially when I got like eight in a row I feel you on that, baby, you ain't alone Okay, let's roll, yeah, yeah We ain't linked up in a minute You're closin' tonight, when you finished? You say you wanted to see me later And your eyes told me you ain't pretendin' Pull up and pay me a visit Let's talk about life, I ain't trippin' Smoke on some weed while I'm sippin' Vent to me, baby, vеnt to me, baby Vent to me, baby, vеnt to me, baby After that, we should get intimate, baby I'm tryna do somethin' explicit You askin' me what I like about you, girl How long you wan' sit in this kitchen? I took to you from the beginnin' Some-somethin' about you Somethin' about Some-somethin' about Some-somethin' about Some-somethin' about you Somethin' about Some-somethin' about you Somethin' about Some-somethin' about you Somethin' about Some-somethin' about you Somethin' about Some-somethin' about you Somethin' about Some-somethin' about you Oh, yeah, oh, yeah Yeah Sauga City trip, yeah OMO, OVO shit, man, PARTY, man, PX fiesta Frrt, yeah Your baby daddy's on his face, shit You're babysittin' that rosé (Come on, bitch) I bulletproofed that Escalade (Yeah, yeah, yeah) I might waterproof the seats for some pussy play (Hah) Don't care where that pussy play, shit NFL, NHL, NBA I ain't 'bout to make you sign no NDA 'Cause I know you can keep a secret, can't you, bae? PARTY, PARTY Sit on the dick, yeah Sit on the dick, hit this lick, get rich quick, yeah Slob me down, I know you want revenge Okay, you lock me down and that's on everything All of these songs are for you Every time that I write a love song I just get closer to the truth There's just somethin' about you, baby All of these songs are for you Sexy songs for you All of these songs are for you, yeah All of these songs are I'm thinkin' of lovin' you all the way like nothin' is holdin' me back I, I (Oh) I'm thinkin' of lovin' you all the way like nothin' is holdin' me back I'm thinkin' of lovin' you all the way like nothin' is holdin' me back (Yeah, yeah) Okay I just hoped that some day, someone would love me"
Drake,Hotline Bling,Drake,2016-05-06,80,False,267.066,0wwPcA6wtMf6HUMpIRdeP7,"You used to call me on my You used to, you used to Yeah You used to call me on my cell phone Late-night when you need my love Call me on my cell phone Late-night when you need my love And I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thing Ever since I left the city, you Got a reputation for yourself now Everybody knows and I feel left out Girl, you got me down, you got me stressed out 'Cause ever since I left the city, you Started wearin' less and goin' out more Glasses of champagne out on the dance floor Hangin' with some girls I never seen before You used to call me on my cell phone Late-night when you need my love Call me on my cell phone Late-night when you need, my love I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thing Ever since I left the city, you, you, you You and me, we just don't get along You make me feel like I did you wrong Goin' places where you don't belong Ever since I left the city, you You got exactly what you asked for Runnin' out of pages in your passport Hangin' with some girls I've never seen before You used to call me on my cell phone Late-night when you need my love Call me on my cell phone Late-night when you need, my love And I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thing These days, all I do is Wonder if you're bendin' over backwards for someone else Wonder if you're rollin' up a Backwoods for someone else Doing things I taught you, gettin' nasty for someone else You don't need no one else You don't need nobody else, no Why you never alone? Why you always touchin' road? Used to always stay at home Be a good girl, you was in the zone Yeah, you should just be yourself Right now, you're someone else You used to call me on my cell phone Late-night when you need my love Call me on my cell phone Late-night when you need my love And I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thing Ever since I left the city—"
Drake,Circadian Rhythm,Drake,2024-08-30,80,False,126.356,1eroCliWpJrEu1V7VSObcO,"Yeah, yeah Grr I hit the weed too hard You sent a eight-minute voice note straight from the heart I reply like, ""Yeah, whatever, when can you come get your stuff?"" I need this shit out the crib, I think it's bringin' bad luck Plug you in, now you lit, I pulled the plug, now you stuck Dignity over a nut, wick-man all in the cut How many doors did they shut? How many feathers they pluck? Rap game like my sleepin' pattern 'cause how the fuck I'm still up? Yeah, niggas don't speak my language Niggas don't speak my language Niggas don't speak my language, yeah How the fuck I'm still up? Yeah, niggas don't speak my language Niggas don't speak my language Niggas don't speak my language, yeah How the fuck I'm still up? Writin' they names on a list, baby Seven-day candles are lit, baby Shout to Machine, he a Wick, baby Problems are there to get fixed, baby Send me somethin' from your trip, baby Go invisible ink on them pics, baby Wanna turn you to a housewife and you never had to clean a dish, baby Yeah, bae, just roll one up, yeah How many quotes I wrote? How much gold I struck? Ayy How many funeral dates they plan for me and I dodged it like the truck? Yeah Rap game like my sleepin' pattern 'cause how the fuck I'm still up? Yeah, niggas don't speak my language Niggas don't speak my language Niggas don't speak my language, yeah How the fuck I'm still up? Yeah, niggas don't speak my language Niggas don't speak my language Niggas don't speak my language, yeah How the fuck I'm still up?"
Drake,Trust Issues,Drake,2019-08-02,80,False,281.518,4Wjhj0WjkyECccfHVIgaTq,"Uh Aw yeah, aw yeah Call up on drank and let's Let's call up and, uh All I care about is money and the city that I'm from I'ma sip until I feel it, I'ma smoke it 'til it's done I don't really give a fuck and my excuse is that I'm young And I'm only getting older, somebody should've told you I'm on one (Ayy), fuck it, I'm on one (Yeah) I said I'm on one, fuck it, I'm on one, a strong one Two white cups and I got that drink It could be purple, it could be pink Depending on how you mix that shit Money to be got, and I'ma get that shit 'Cause I'm on one, fuck it, I'm on one Aw yeah, aw yeah You know what I'm Oh yes, oh yeah Oh yes, oh yeah Uh, oh yes, oh yeah Yeah, uh You know what I'm sipping, I'll teach you how to mix it But you're the only one 'cause I don't trust these bitches I don't, I don't trust these bitches, they might catch me slipping So you're the only one, 'cause I don't trust these bitches They might, they might catch me slipping and put in something different So you're the only one, 'cause I don't trust these bitches I don't, I don't trust these bitches, they might catch me slipping So you're the only one Oh-woah, trust issues Oh-woah, trust issues Oh-woah, trust issues Oh-woah, woah, woah, woah Yeah, aw yeah, aw yeah Let's call up on drank and let's all get wasted On drank and let's all get faded, yeah, uh Drizzy Drake, check me out Coming live from the motherfuckin' North Side Kick game, run game, run it real good But never ever have my bitches sitting courtside Same nigga that you knew way back when You acting like it's somebody you don't know Tell me, how the fuck we 'posed to stay friends When you got a bunch of feelings that you don't show? I could tell, I could tell, I could tell Certain people don't like me no more New shit don't excite me no more Guess that they don't really make 'em like me no more, uh You can look me in my eyes and see I ain't myself 'Cause if y'all what I created then I hate myself But still, let them girls in and tell 'em all Leave them cell phones on the table where we see them I'm all day with it, man, AM to the PM Niggas hating, I just wish that they would say it when they see him, oh That's that shit that drives me crazy And it's all that I've been getting lately And it's probably why I'm scared to put the time in Women want to fuck like they're me and I'm them Looking for some things and I think that I can find 'em in you, in you Oh-woah, trust issues Oh-woah, trust issues Oh-woah, trust issues Oh-woah, woah, woah, woah Yeah, aw yeah, aw yeah Let's call up on drank and let's all get wasted On drank and let's all get faded, yeah Aw yeah, aw yeah Call up on drank and let's Let's call up on, uh"
